,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
787,-0.02983,0.09078,-0.98348,0.02747,-0.03095,-0.06399
788,-0.02983,0.09078,-0.98348,0.02747,-0.03095,-0.06399
789,-0.06274,-0.07535,-0.93875,0.06041,0.05916,0.05694
790,-0.04149,-0.01778,-1.07276,-0.01569,0.03012,0.01144
791,-0.04275,0.08208,-1.04817,0.0251,-0.04222,-0.06339
792,-0.02253,0.04597,-0.94136,0.02879,0.03748,-0.03023
793,-0.00957,0.03106,-0.89232,0.08239,0.08527,0.08721
794,0.00244,0.09887,-1.08156,-0.04744,0.02637,0.12632
795,0.03092,0.25591,-1.04293,-0.1114,0.01163,0.03128
796,0.04727,0.26355,-1.00207,0.0564,-0.00558,-0.02932
797,0.05116,0.22246,-0.98738,0.02377,-0.01852,-0.05904
798,0.04072,0.14978,-0.98811,-0.01043,-0.01453,0.00154
799,0.0051,0.02565,-0.98088,0.02861,-0.00804,0.03481
800,-0.01934,0.03518,-1.00416,-0.04182,0.0208,0.02611
801,-0.03861,0.03438,-0.99415,0.00398,0.04511,0.13311
802,-0.03202,0.0088,-1.02712,-0.01284,-0.00348,0.17866
803,-0.01562,0.06099,-1.0216,-0.04775,-0.00387,0.23949
804,-0.00231,0.07295,-1.00539,-0.02366,0.00947,0.27436
805,-0.00239,0.07129,-0.99929,-0.00568,-0.00159,0.29615
806,-0.01563,0.11707,-1.01066,0.02002,-0.02913,0.25913
807,-0.01717,0.14903,-0.9946,0.01104,-0.01333,0.17721
808,0.00404,0.1336,-0.98764,0.00429,0.00424,0.0547
809,0.00357,0.10897,-0.98895,0.00278,0.01993,-0.04758
810,-0.01466,0.03841,-1.0039,-0.01204,0.0155,-0.04838
811,-0.02058,0.02027,-1.00385,-0.0163,0.01454,-0.05617
812,-0.02,0.01623,-1.00154,-0.01654,0.0154,-0.06107
813,-0.01974,0.02135,-1.00119,-0.02299,0.01599,-0.07468
814,-0.02293,0.01947,-1.00391,-0.01352,0.01466,-0.06857
815,-0.01942,0.00612,-1.00362,-0.00113,0.01603,-0.04818
816,-0.01146,-0.01821,-1.00495,-0.00249,0.01372,-0.00957
817,-0.0063,-0.02479,-1.0067,-0.00607,0.00549,0.01767
818,0.00043,0.0103,-1.00411,-0.00546,0.00603,0.01555
819,0.00551,0.0365,-1.00059,-0.00463,0.00666,-0.00271
820,2e-05,0.00552,-1.00195,-0.00613,0.00724,0.01048
821,0.00024,0.02455,-1.00173,-0.0053,0.00739,0.00219
822,-0.00435,0.01779,-1.0022,-0.00579,0.00637,0.00407
823,-0.00869,0.00982,-1.00306,-0.00194,0.00518,0.00917
824,-0.01035,0.0213,-1.00129,-0.00407,0.00565,0.00436
825,-0.01376,0.01756,-1.00064,-0.0045,0.00559,0.00436
826,-0.01779,0.01208,-1.00139,-0.00571,0.00723,0.0046
827,-0.02015,0.01651,-1.00283,-0.00489,0.00458,0.00344
828,-0.01997,0.01803,-1.00374,-0.00721,0.00679,0.00477
829,-0.02071,0.01474,-1.00204,-0.00502,0.00764,0.00611
830,-0.02033,0.01608,-1.00318,-0.00781,0.00947,0.00843
831,-0.01747,0.01667,-1.00249,-0.00596,0.00803,0.00868
832,-0.01484,0.01546,-1.00319,-0.00804,0.00711,0.00961
833,-0.01081,0.01679,-1.00219,-0.00867,0.00522,0.00878
834,-0.00848,0.01741,-1.00026,-0.00875,0.00772,0.0078
835,-0.00774,0.01643,-1.0022,-0.0069,0.00526,0.00487
836,-0.00625,0.01819,-1.00466,-0.00564,0.00686,0.00794
837,-0.00606,0.01751,-1.00218,-0.00837,0.00728,0.00491
838,-0.00612,0.01573,-1.00125,-0.00605,0.00645,0.00876
839,-0.00675,0.01616,-1.0035,-0.00431,0.00817,0.00679
840,-0.00953,0.0162,-1.00589,-0.00685,0.00696,0.00813
841,-0.01111,0.01601,-1.00365,-0.0078,0.00663,0.00755
842,-0.01347,0.01638,-1.00056,-0.00608,0.01011,0.00793
843,-0.01415,0.01687,-1.00287,-0.00465,0.00535,0.00716
844,-0.01486,0.01536,-1.00314,-0.00185,0.00779,0.0034
845,-0.01534,0.0156,-1.00216,-0.00725,0.00699,0.0053
846,-0.01343,0.01629,-1.00243,-0.00632,0.00863,0.00579
847,-0.01207,0.01726,-1.00438,-0.00753,0.00741,0.00664
848,-0.01207,0.01726,-1.00438,-0.00753,0.00741,0.00664
849,-0.00949,0.01569,-1.0013,-0.00572,0.00843,0.00647
850,-0.00761,0.01602,-1.00073,-0.00678,0.00754,0.00864
851,0.03488,0.0089,-0.98929,0.01818,0.04737,0.00923
852,0.12804,0.02761,-0.98086,-0.01678,0.09474,-0.02934
853,0.19659,0.01699,-1.02348,0.03834,0.0734,-0.0234
854,0.25907,0.01599,-1.01352,0.08224,-0.01545,-0.11484
855,0.27252,0.00217,-1.00027,-0.02161,0.01979,-0.04504
856,0.24924,-0.11316,-1.02397,-0.09626,0.00746,0.17392
857,0.24256,-0.06076,-1.00153,-0.03033,-0.01757,0.24687
858,0.26632,0.11662,-0.98434,0.11854,-0.04522,-0.02588
859,0.24618,0.17039,-0.95629,0.0049,0.07344,-0.12777
860,0.09009,-0.05118,-1.11766,-0.12527,-0.01057,0.18247
861,0.08738,0.06063,-0.97175,0.13961,-0.13106,-0.16424
862,0.03066,0.09043,-0.9101,0.05974,0.08932,-0.11002
863,-0.13702,-0.10626,-1.11734,-0.2263,0.01773,0.16993
864,-0.16843,-0.02358,-1.00063,0.11969,-0.16251,-0.04815
865,-0.1503,0.08235,-0.94393,0.10979,0.11013,-0.06604
866,-0.18257,0.00344,-0.96034,-0.18057,0.14445,0.0593
867,-0.14583,-0.03918,-1.11335,-0.11841,0.043,0.0189
868,-0.02644,0.05345,-0.97788,0.06131,-0.08532,-0.06296
869,0.04646,0.04462,-0.97319,0.04674,0.12489,-0.01007
870,0.12621,-0.00163,-0.96016,-0.03162,0.12049,0.07454
871,0.15423,-0.02846,-1.08387,-0.14532,0.03394,0.11875
872,0.19258,0.06519,-1.01032,0.14745,-0.06979,-0.09512
873,0.18301,0.03355,-0.90569,0.0746,0.07587,-0.0305
874,0.0756,-0.01553,-1.10357,-0.09555,-0.00171,0.06204
875,0.01113,0.03331,-0.99461,0.16747,-0.08671,-0.0929
876,-0.02896,0.02787,-0.91706,0.08393,0.04666,-0.00986
877,-0.13936,-0.01733,-1.10997,-0.17107,-0.04525,0.09602
878,-0.17077,-0.01286,-1.03396,0.0641,-0.19392,-0.06554
879,-0.14117,0.01864,-0.89428,0.05008,0.09193,0.01765
880,-0.11955,0.01393,-0.99525,-0.02337,0.06241,0.10339
881,-0.08697,-0.03082,-1.11926,-0.06004,-0.02304,0.05025
882,0.03619,0.09805,-0.96259,0.13308,-0.05048,-0.10948
883,0.10891,0.03132,-0.91452,-0.00678,0.08792,0.01238
884,0.13477,-0.0167,-1.06705,-0.14648,0.01451,0.08774
885,0.1357,-0.02724,-1.06733,0.08057,-0.09544,0.01282
886,0.16256,0.06605,-0.92831,0.02118,0.02401,-0.11584
887,0.10011,-0.00509,-1.00982,-0.17412,0.04265,0.08
888,0.00683,-0.02551,-1.08435,0.07581,-0.16235,0.03078
889,-0.01174,0.06493,-0.9083,0.09942,0.06204,-0.12897
890,-0.07146,0.00307,-1.0073,-0.1506,0.00284,0.07966
891,-0.15372,-0.00399,-1.10091,0.05739,-0.181,-0.02993
892,-0.13654,0.01575,-0.93034,0.10869,0.01703,-0.01378
893,-0.1213,-0.02142,-0.92797,-0.12254,0.11172,0.11755
894,-0.10059,0.01381,-1.10974,-0.11712,0.01386,0.03224
895,0.00354,0.06138,-0.98175,0.08997,-0.02111,-0.08148
896,0.08903,0.00348,-1.06864,-0.15772,0.05068,0.05187
897,0.12413,-0.02785,-0.99182,-0.01534,0.01377,0.06241
898,0.14366,0.04272,-0.96968,-0.00021,0.01445,-0.07183
899,0.09041,0.00117,-1.07019,-0.14748,-0.01911,0.10087
900,0.04531,0.02624,-1.01686,0.05549,-0.09424,-0.05614
901,0.00082,0.03308,-0.91218,0.0405,0.07537,-0.06781
902,-0.10522,0.03387,-1.02903,0.06837,-0.05578,-0.06931
903,-0.10562,0.05813,-0.94037,0.08094,0.05853,-0.04048
904,-0.14486,-0.03976,-1.04333,-0.13897,0.08518,0.1299
905,-0.0738,0.03958,-0.99895,0.02519,0.03909,-0.07673
906,-0.01202,0.03909,-0.99781,0.13529,-0.06725,-0.07774
907,0.00243,-0.06508,-0.98645,-0.06318,0.06315,0.14872
908,0.06648,-0.01745,-1.01435,-0.02263,0.02393,0.05014
909,0.13455,0.04497,-0.99523,0.09082,-0.02313,-0.04831
910,0.1003,0.02018,-1.02727,-0.02859,-0.02599,0.0466
911,0.10091,0.03942,-0.97856,-0.0272,0.0077,-0.02849
912,0.05942,0.01467,-1.00306,0.12404,-0.06684,-0.03323
913,-0.02665,-0.02021,-1.0271,-0.01828,-0.03254,0.10537
914,-0.02711,0.04114,-0.9585,-0.03509,0.04041,-0.01677
915,-0.05301,0.03372,-1.04473,0.11321,-0.07241,-0.08942
916,-0.15284,-0.05772,-1.03622,0.02955,-0.01468,0.13343
917,-0.08335,0.03725,-0.89226,-0.06436,0.1023,-0.02604
918,-0.0596,0.0192,-1.04226,0.16352,-0.02706,-0.0109
919,-0.08458,0.00017,-1.04822,-0.05352,0.01742,0.06278
920,0.0251,0.04058,-0.93449,-0.04281,0.03385,-0.03591
921,0.06466,-0.0001,-0.98636,0.03557,0.07845,0.03433
922,0.02678,-0.01454,-1.11392,-0.07529,-0.05326,0.08171
923,0.1172,0.06334,-0.9284,-0.02644,-0.02385,-0.04158
924,0.11891,0.02272,-0.96828,0.01926,0.0485,-0.02787
925,0.00769,-0.03075,-1.15087,-0.08068,-0.06688,0.06073
926,0.03915,0.04439,-0.89964,-0.03213,-0.04191,-0.06339
927,0.0202,0.0094,-0.98859,-0.02198,0.05147,-0.07263
928,-0.11219,-0.04504,-1.10238,-0.02301,-0.00308,0.05196
929,-0.087,0.01576,-0.88809,-0.08115,0.04328,-0.00185
930,-0.05744,0.04604,-1.00817,-0.04838,0.06177,-0.02419
931,-0.11683,-0.01408,-1.09944,0.06161,-0.02689,0.0601
932,-0.05547,0.02975,-0.88977,0.08109,0.06844,-0.02117
933,0.02169,0.03296,-1.004,-0.06636,0.05866,-0.01775
934,-0.01819,-0.05344,-1.1195,-0.08936,-0.07004,0.12393
935,0.05709,0.03452,-0.92335,0.01987,-0.07071,-0.06383
936,0.11723,0.02579,-0.95062,-0.01935,0.07378,0.00887
937,0.05649,0.0045,-1.13182,-0.09331,-0.04232,0.06529
938,0.064,0.0853,-0.92944,0.06453,-0.02739,-0.14275
939,0.05783,-0.01719,-0.94741,-0.0169,0.06206,0.04498
940,-0.04015,-0.03385,-1.13656,-0.01015,-0.10504,0.06947
941,-0.04849,-0.01445,-0.96641,-0.03404,0.04058,0.07237
942,-0.1113,-0.03103,-1.06005,0.03009,-0.05779,0.03027
943,-0.06482,0.02813,-0.97523,0.06678,-0.02104,-0.06809
944,-0.05351,-0.03153,-0.99917,-0.12373,0.02044,0.12297
945,-0.04906,0.00353,-1.05583,-0.06334,-0.03527,0.02877
946,0.02355,0.079,-0.95544,0.11015,-0.02979,-0.0904
947,0.05515,0.02701,-0.95899,-0.04301,0.0835,0.03703
948,0.03575,-0.0013,-1.08621,-0.0656,-0.00476,0.04205
949,0.07965,0.02713,-0.97004,0.17945,-0.02736,-0.0656
950,0.05429,-0.00411,-0.97375,-0.08867,0.01781,0.09132
951,0.02805,0.03184,-1.08714,-0.13234,-0.04787,0.00407
952,0.03925,0.06266,-0.95222,0.18458,-0.04727,-0.16423
953,-0.02748,-0.02951,-0.98,-0.14438,0.02316,0.1055
954,-0.05531,-0.01449,-1.04923,-0.08989,-0.03032,0.00071
955,-0.05506,0.03293,-1.00356,0.10237,0.01883,-0.08945
956,-0.09098,-0.05305,-0.96135,-0.20206,0.06252,0.15944
957,-0.05487,0.02132,-1.01502,-0.0693,-0.04322,-0.02002
958,-0.03688,0.04635,-1.03056,0.09081,0.02402,-0.05934
959,-0.0284,-0.0082,-1.00734,-0.09561,0.05665,0.10105
960,0.01329,0.02618,-0.99418,-0.03684,-0.00376,-0.04095
961,0.05037,0.03228,-1.00469,0.14718,-0.04452,-0.05823
962,0.02419,-0.01472,-0.99571,-0.0653,0.01311,0.09309
963,0.06797,0.04018,-1.00762,-0.05393,-0.01558,-0.05405
964,0.06078,0.03337,-1.01513,0.1749,-0.08919,-0.08377
965,-0.01027,-0.03833,-0.9868,-0.05333,-0.00735,0.11065
966,-0.02523,0.02245,-1.05021,0.09719,-0.02248,-0.07225
967,-0.08404,-0.04338,-0.98666,-0.06546,0.01247,0.10177
968,-0.03002,0.03238,-0.96076,-0.019,0.04194,-0.05472
969,-0.04714,0.01036,-1.01954,0.10909,-0.02014,-0.02148
970,-0.08248,-0.0146,-1.00376,-0.10597,0.03472,0.07822
971,-0.00229,0.05221,-0.98893,0.01166,0.03577,-0.0338
972,-0.00709,0.04214,-1.01494,0.11708,0.00336,-0.03967
973,-0.01825,-0.01822,-0.97974,-0.08324,0.06858,0.08877
974,0.04502,0.01936,-1.01975,-0.0539,0.03998,-0.02896
975,0.05143,0.01491,-1.0146,0.10977,-0.02212,-0.05263
976,0.0131,-0.03374,-0.96932,-0.03882,0.06663,0.103
977,0.00748,0.04582,-1.02349,-0.01568,0.01331,-0.05145
978,-0.07763,0.04467,-1.01955,0.11799,-0.01135,-0.08545
979,-0.17822,-0.07643,-0.98499,-0.06567,-0.0363,0.13775
980,-0.19732,0.04026,-1.04891,-0.13929,-0.0444,-0.04983
981,-0.19208,0.08444,-0.94911,0.10547,-0.0042,-0.07911
982,-0.23875,-0.01967,-0.97423,0.11231,-0.07233,0.08855
983,-0.17779,0.02433,-0.99158,-0.07448,0.07955,-0.02198
984,-0.10869,0.01859,-1.06599,-0.03952,-0.02614,0.03415
985,-0.07518,-0.05631,-0.98512,0.02024,0.02514,0.08496
986,0.03882,0.08296,-0.99321,0.12562,0.03105,-0.05165
987,0.09121,0.05333,-0.97288,0.0308,0.03619,-0.01094
988,0.11232,-0.04525,-1.01618,-0.046,0.04108,0.0464
989,0.07947,-0.08584,-1.06509,-0.12983,-0.0253,0.10819
990,-0.0261,0.0833,-0.95272,0.02533,0.00546,-0.11057
991,-0.10515,0.01357,-0.96114,-0.02544,0.03568,-0.01967
992,-0.10515,0.01357,-0.96114,-0.02544,0.03568,-0.01967
993,-0.25291,-0.00985,-1.02842,-0.04737,-0.00497,0.07509
994,-0.27178,0.01446,-1.00891,-0.04949,-0.00334,0.08436
995,-0.22706,0.08898,-0.9852,0.03752,-0.00414,-0.06538
996,-0.18531,0.05966,-0.96982,0.02716,0.05966,-0.05453
997,-0.08134,-0.01507,-0.98452,0.04889,0.01766,0.02282
998,0.01239,-0.02508,-1.03341,0.00133,-0.02272,0.05003
999,-0.01292,0.04062,-1.01163,-0.00765,0.02181,-0.02165
1000,0.00395,-0.00419,-0.99498,-0.00473,0.0303,-0.02208
1001,-0.02439,-0.01526,-1.0015,-0.01237,0.01494,-0.00571
1002,-0.03199,0.03198,-1.00279,-0.00679,0.01115,0.00552
1003,-0.01409,0.00799,-1.00343,-0.01142,0.02007,0.00239
1004,-0.01827,0.00787,-1.0061,-0.01024,0.01825,-0.00206
1005,-0.01093,0.0183,-1.00226,-0.01172,0.0212,0.00183
1006,-0.01376,0.00585,-1.00255,-0.00945,0.02117,0.01833
1007,-0.01186,0.00335,-1.00527,-0.01417,0.00258,0.03424
1008,-0.01504,0.01273,-1.00298,-0.00684,0.02343,0.0169
1009,-0.0081,0.01595,-1.0019,-0.01294,0.01996,0.0105
1010,-0.01435,0.00966,-1.00501,-0.01457,0.00637,0.00131
1011,-0.03052,0.00748,-1.00641,-0.01291,0.00044,0.02332
1012,-0.04147,-0.00196,-1.00288,-0.01325,0.00788,0.03534
1013,-0.04719,-0.01749,-0.99966,-0.01229,0.00688,0.06332
1014,-0.04465,-0.01382,-1.00173,-0.01247,0.00962,0.0822
1015,-0.04297,-0.00065,-1.004,0.00182,0.00501,0.10146
1016,-0.04057,0.03749,-1.00539,0.00327,-0.00236,0.05923
1017,-0.04207,0.07358,-1.0016,-0.0086,0.00625,-0.00116
1018,-0.0465,0.04399,-0.99882,-0.00951,0.01103,-0.01175
1019,-0.05454,-0.01738,-1.00317,-0.00866,0.00984,0.01937
1020,-0.04511,0.00456,-1.00283,-0.00625,0.01042,0.01085
1021,-0.02993,0.02864,-1.0012,-0.00349,0.01432,0.00202
1022,-0.02141,0.00674,-1.0028,-0.00337,0.00995,0.00821
1023,-0.01474,-0.00031,-1.00503,-0.00264,0.00757,0.01522
1024,-0.00446,0.02511,-1.00529,-0.00504,0.00373,0.00233
1025,-0.00372,0.02058,-1.001,-0.00532,0.00389,-0.00224
1026,-0.00604,0.00467,-1.00293,-0.00802,0.0043,0.00728
1027,-0.00553,0.00874,-1.00363,-0.00599,0.00615,0.00917
1028,-0.00316,0.0171,-1.00476,-0.00642,0.00599,0.00362
1029,-0.00215,0.00917,-1.00355,-0.00756,0.00616,0.01012
1030,-0.00133,0.00899,-1.00126,-0.00557,0.00447,0.00851
1031,-0.00017,0.01409,-1.00088,-0.00399,0.0065,0.00708
1032,0.00209,0.01211,-1.00062,-0.00536,0.00267,0.0051
1033,0.00563,0.01108,-1.00046,-0.00561,0.00629,0.00713
1034,0.00732,0.01349,-1.00188,-0.0054,0.00481,0.00533
1035,0.00791,0.01202,-1.00245,-0.00446,0.0066,0.00816
1036,0.00972,0.00962,-1.00214,-0.0055,0.008,0.00763
1037,0.00843,0.01116,-1.00215,-0.00035,0.00664,0.00874
1038,0.00706,0.01271,-1.00263,-0.00624,0.0083,0.00574
1039,0.00383,0.01135,-1.00196,-0.0066,0.00824,0.00574
1040,0.00075,0.01239,-1.0023,-0.00593,0.00756,0.00814
1041,-0.00227,0.01279,-1.00308,-0.00748,0.01036,0.00719
1042,-0.00581,0.01244,-1.00245,-0.0061,0.00824,0.00492
1043,-0.00865,0.01271,-1.00375,-0.00632,0.0134,0.00538
1044,-0.01144,0.01328,-1.00291,-0.00482,0.00848,0.00825
1045,-0.01279,0.01254,-1.00215,-0.00827,0.00853,0.00511
1046,-0.01356,0.01243,-1.0029,-0.00466,0.01076,0.00421
1047,-0.01383,0.01288,-1.00319,-0.00515,0.00814,0.00375
1048,-0.01452,0.01173,-1.00212,-0.00523,0.00849,0.00569
1049,-0.0258,0.02444,-1.00688,-0.0048,-0.00592,-0.01871
1050,-0.06827,0.06256,-0.99063,-0.03827,0.02682,-0.00257
1051,-0.07479,0.11138,-1.01258,-0.06147,0.02303,0.06382
1052,-0.04413,0.21775,-1.00734,-0.0091,0.0001,0.00631
1053,-0.02856,0.26209,-1.0515,-0.02711,-0.06049,0.06862
1054,-0.05956,0.25104,-1.01504,0.01406,-0.09822,0.172
1055,-0.08795,0.21595,-0.8721,0.05475,0.08847,0.27747
1056,0.02673,0.42494,-1.03145,-0.09262,0.18632,-0.04129
1057,0.01172,0.36183,-1.04937,-0.00072,0.05168,-0.16358
1058,0.02281,0.16424,-0.89999,0.03333,0.02582,-0.09481
1059,-0.03443,0.09846,-1.0493,0.02942,-0.01162,-0.02212
1060,-0.00613,-0.01545,-1.00857,0.06147,0.10557,-0.02279
1061,0.05694,-0.00608,-0.92874,-0.15473,0.14028,-0.0765
1062,0.00237,-0.09855,-1.13801,-0.07106,-0.07008,-0.02922
1063,0.04757,-0.13335,-0.94069,0.09579,-0.02033,-0.06753
1064,0.02581,-0.03809,-1.09106,-0.09143,-0.02105,-0.03873
1065,-0.04682,-0.09627,-1.05122,0.04546,-0.12845,0.06936
1066,-0.01998,0.0488,-0.91477,0.05853,0.02232,0.05911
1067,0.01087,0.16407,-0.96414,-0.13471,0.09998,-0.03113
1068,-0.00542,0.24485,-1.01175,-0.04261,0.03672,-0.12386
1069,-0.08775,0.06358,-1.08973,0.08375,-0.08916,0.06057
1070,-0.05301,0.06073,-0.91905,0.00514,0.08214,0.0846
1071,0.02186,0.15442,-0.96764,0.03212,0.05388,-0.0424
1072,-0.04546,-0.01277,-1.13001,0.01875,-0.17087,0.09282
1073,-0.0226,-0.04984,-0.98199,-0.06433,0.03497,0.07302
1074,0.0755,0.0696,-0.91137,0.00723,0.13736,-0.1179
1075,0.00815,-0.08846,-1.07171,0.06207,-0.10031,-0.01999
1076,-0.03691,-0.1622,-1.03562,-0.04149,-0.06437,0.13447
1077,0.04582,0.01114,-0.9444,0.01887,0.14876,-0.03012
1078,0.02756,0.00994,-1.0064,0.10204,-0.0725,-0.03679
1079,-0.04587,0.00717,-1.0504,0.04115,-0.15226,0.08449
1080,-0.02545,0.05784,-0.98185,-0.12743,0.14018,0.04364
1081,0.02561,0.17578,-0.93133,0.00578,0.08991,-0.08398
1082,-0.067,0.04691,-1.0437,0.10097,-0.10603,0.0443
1083,-0.07374,-0.01206,-1.04385,-0.1956,0.06697,0.22035
1084,0.01873,0.19499,-0.95819,-0.09282,0.0499,-0.15201
1085,0.01873,0.19499,-0.95819,-0.09282,0.0499,-0.15201
1086,-0.05909,-0.07838,-1.06198,-0.25565,-0.00599,0.15711
1087,0.04533,0.0496,-1.05657,-0.02461,-0.06496,-0.09824
1088,0.03409,-0.05779,-0.91703,0.15162,-0.03105,-0.00469
1089,-0.0077,-0.0477,-1.03643,-0.25241,-0.05689,0.0956
1090,0.02031,0.02357,-1.09899,-0.05972,0.01782,-0.09722
1091,0.03448,-0.01188,-0.89855,0.16977,-0.03955,0.00161
1092,-0.03098,-0.00903,-1.00815,-0.19802,-0.02947,0.08506
1093,-0.02831,0.08668,-1.05321,-0.02056,0.09519,-0.03443
1094,-0.01677,0.04108,-0.95767,0.04676,0.03768,0.02851
1095,-0.03792,0.04988,-0.944,-0.02533,0.1139,0.03633
1096,-0.06394,0.11358,-1.09627,-0.02637,0.05293,-0.03754
1097,-0.00863,0.0387,-0.90793,0.21113,0.11491,-0.00102
1098,-0.02225,0.00256,-0.89211,0.13434,0.03738,0.06389
1099,-0.0454,0.00362,-1.23983,-0.0119,0.00549,0.04615
1100,0.02608,0.03842,-0.86176,-0.03843,0.08181,-0.04249
1101,0.04818,0.01949,-0.93937,0.06247,-0.00429,-0.02487
1102,-0.02608,-0.0757,-1.20126,-0.08465,-0.07657,0.07257
1103,0.03419,0.01656,-0.91356,-0.01356,0.04347,-0.05162
1104,0.03893,0.02547,-0.90214,0.10323,0.02056,-0.00857
1105,-0.04432,-0.05298,-1.20964,-0.01406,-0.06521,0.05557
1106,0.00347,0.07323,-0.88088,-0.03795,0.08544,-0.08193
1107,0.00112,0.0543,-0.95072,0.09909,-0.03364,0.03728
1108,-0.06701,-0.01652,-1.14683,0.0349,-0.09251,0.06929
1109,-0.02617,0.08423,-0.93011,-0.03478,0.06288,-0.00845
1110,0.01982,0.11396,-0.90832,0.03618,0.04428,-0.05706
1111,-0.01403,-0.00764,-0.92046,-0.15106,0.10209,0.05877
1112,0.03281,0.04419,-1.0234,0.014,0.12981,-0.0624
1113,-0.01564,-0.04395,-1.04242,0.12733,-0.12382,0.02087
1114,0.00185,-0.00262,-0.92902,-0.09688,0.05114,0.04522
1115,0.0467,0.02739,-1.04775,0.0926,0.1272,-0.08256
1116,-0.0248,-0.06066,-1.00748,0.16073,-0.12857,0.07881
1117,-0.01169,0.04728,-0.93793,-0.1026,0.06112,-0.01906
1118,0.00381,0.03531,-1.04999,0.08944,0.01405,-0.03152
1119,-0.06656,-0.01504,-1.0171,-0.05631,-0.03918,0.081
1120,-0.00672,0.12327,-0.93562,-0.03372,0.04065,-0.06771
1121,0.00515,0.01019,-1.09676,0.10041,-0.10333,-0.01011
1122,-0.07184,-0.02283,-0.98572,-0.1661,0.01935,0.10135
1123,0.03409,0.07664,-0.95508,-0.04749,0.0809,-0.05549
1124,0.00175,-0.04124,-1.07072,0.03893,-0.12756,0.06843
1125,-0.03273,0.00717,-0.94221,-0.08284,0.00964,0.00984
1126,0.06602,0.06458,-1.01563,0.10825,0.174,-0.13528
1127,-0.02489,-0.07296,-1.01515,0.05785,-0.09954,0.08877
1128,-0.03136,0.03817,-0.98333,0.04611,0.00621,-0.02254
1129,0.04186,0.03168,-1.0154,0.18025,0.08597,-0.07526
1130,-0.01427,0.10087,-1.01325,-0.12443,0.0664,-0.05862
1131,0.02928,0.03127,-0.96071,0.08981,0.05614,-0.05353
1132,-0.08304,-0.02278,-1.036,0.04088,-0.14148,0.08779
1133,-0.08304,-0.02278,-1.036,0.04088,-0.14148,0.08779
1134,0.02898,-0.00275,-0.93461,0.07486,0.03546,0.00061
1135,-0.0667,0.00901,-1.05893,-0.08023,-0.08832,0.08304
1136,0.03137,0.03231,-0.99498,0.08859,0.12094,-0.07934
1137,0.02489,-0.01829,-0.90845,-0.10732,0.07833,0.04853
1138,-0.04576,0.00567,-1.16688,-0.15716,-0.02953,0.02368
1139,0.04213,0.01581,-0.90043,0.18889,0.05822,-0.07512
1140,-0.02037,-0.01762,-0.93021,-0.09223,0.01221,0.08295
1141,-0.03407,0.03852,-1.14771,-0.07833,0.02193,-0.04807
1142,0.03511,0.01428,-0.90682,0.0926,0.03478,-0.0086
1143,-0.04776,-0.0157,-1.03454,-0.00849,-0.16144,0.12593
1144,0.01204,0.08662,-1.05729,0.04552,0.03742,-0.1518
1145,0.01107,0.00067,-0.86514,-0.11224,0.10254,0.01427
1146,-0.07736,-0.01706,-1.12533,-0.06447,-0.02807,0.10414
1147,0.03002,0.0323,-0.99412,0.12014,-0.02776,-0.06951
1148,-0.002,0.01955,-0.904,-0.03784,0.0183,0.01956
1149,-0.05418,-8e-05,-1.1203,0.12036,0.0108,0.02371
1150,0.03423,0.00324,-0.89114,0.06633,0.115,-0.00181
1151,-0.01175,0.02868,-1.0577,-0.09059,-0.12684,0.04904
1152,-0.01206,0.00054,-1.04698,0.04525,0.02237,-0.05002
1153,0.03463,0.01097,-0.87478,-0.05932,0.11649,0.00273
1154,-0.05706,-0.01822,-1.16631,-0.02877,-0.12003,0.09732
1155,0.02484,0.02517,-0.925,0.08058,-0.00185,-0.06358
1156,0.02261,0.02822,-0.94411,0.00468,-0.06767,0.04549
1157,-0.0466,0.01493,-1.13214,0.02132,-0.03589,-0.01252
1158,0.04577,0.04388,-0.86636,-0.01496,0.19574,-0.06929
1159,-0.04374,0.00643,-1.04437,0.02718,-0.02615,0.05968
1160,-0.01588,0.01253,-1.05049,0.06913,0.04506,-0.0536
1161,0.02679,-0.01313,-0.90689,-0.19101,0.02074,0.07589
1162,-0.04939,0.02696,-1.11032,-0.12753,-0.04844,0.01457
1163,0.02697,0.01849,-0.94505,0.06243,0.08272,-0.05524
1164,-0.02286,-0.02329,-1.01512,-0.00882,-0.10666,0.09522
1165,-0.02241,0.02102,-1.04718,0.0519,0.0398,-0.03762
1166,0.06135,0.00263,-0.90166,-0.03497,0.08562,-0.01711
1167,-0.03729,0.01223,-1.10386,-0.12051,-0.12172,0.06592
1168,0.01019,0.0019,-0.98746,0.12236,0.00814,-0.04895
1169,0.02717,-0.03845,-0.93658,-0.18909,0.04136,0.08157
1170,-0.02962,-0.00408,-1.13083,-0.05975,-0.05453,-0.03375
1171,0.03194,-0.07552,-0.88157,0.27874,0.08407,-0.10756
1172,-0.0515,-0.16641,-1.00948,-0.095,0.04884,0.06578
1173,-0.03684,-0.12121,-1.05649,-0.02495,-0.04252,-0.05393
1174,-0.02125,-0.21287,-0.96617,0.07114,-0.00436,0.02619
1175,-0.04101,-0.17805,-1.03938,-0.04667,-0.00723,0.07651
1176,-0.03236,-0.076,-0.98162,-0.17952,0.03337,-0.03887
1177,-0.0053,-0.08122,-0.99507,0.14633,0.03857,0.01423
