,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1562,-0.0026,0.10495,-0.93379,-0.04351,0.08311,0.07719
1563,-0.09124,0.07216,-0.99614,-0.08769,0.01476,0.1068
1564,-0.05537,0.24149,-1.06466,-0.02663,-0.0356,-0.10482
1565,-0.07641,0.25336,-1.05613,0.03588,-0.01611,-0.20888
1566,-0.12024,0.08813,-0.92476,0.0145,0.07051,-0.03391
1567,-0.09014,-0.00668,-0.99907,-0.03832,0.05787,0.13338
1568,-0.03514,-0.02201,-1.00973,0.00798,0.04032,0.20309
1569,0.01698,0.02265,-0.99962,-0.00937,0.05753,0.19523
1570,0.072,0.05437,-0.97184,0.02931,0.07488,0.116
1571,0.06105,0.06734,-1.00256,0.00792,-0.00908,0.01065
1572,-0.04541,0.0843,-1.06677,0.02643,-0.04545,0.01052
1573,-0.02109,0.11455,-1.0113,0.01722,-0.04133,-0.0382
1574,-0.00311,0.12222,-0.97578,0.00197,-0.00062,-0.08065
1575,-0.00599,0.09634,-0.99714,-0.009,0.01385,-0.09508
1576,-0.01483,0.07751,-1.00458,-0.01434,0.01834,-0.09984
1577,-0.01018,0.06913,-0.99613,-0.00977,0.01405,-0.10983
1578,-0.00934,0.06307,-1.00142,-0.00923,0.01366,-0.09594
1579,-0.00991,0.05706,-1.00335,-0.00993,0.01749,-0.08223
1580,-0.01029,0.0515,-1.00252,-0.0102,0.01819,-0.06103
1581,-0.0082,0.0472,-1.00027,-0.00748,0.01094,-0.04438
1582,-0.00893,0.04696,-1.00245,-0.00785,0.01062,-0.02434
1583,-0.01032,0.04838,-1.00311,-0.00494,0.01375,-0.0098
1584,-0.0115,0.04857,-1.00444,-0.00717,0.00783,0.00294
1585,-0.01439,0.02045,-1.00178,0.00013,0.01229,0.01641
1586,-0.01165,0.00134,-1.00276,-0.00643,0.00906,0.00345
1587,-0.01167,0.01419,-1.00772,-0.00536,0.00933,-0.0019
1588,-0.01702,0.02343,-1.00345,-0.00585,0.01032,0.00693
1589,-0.0157,0.01402,-1.00211,-0.00389,0.00961,0.01138
1590,-0.01283,0.01068,-1.00261,-0.00818,0.01289,0.00358
1591,-0.01123,0.02087,-1.00305,-0.00437,0.00984,-0.00185
1592,-0.01442,0.01733,-1.00119,-0.00601,0.00816,0.00832
1593,-0.01311,0.01158,-1.00257,-0.00562,0.00915,0.00578
1594,-0.0125,0.01795,-1.00294,-0.00521,0.00785,0.00089
1595,-0.01119,0.01996,-1.00158,-0.0036,0.011,0.00426
1596,-0.01163,0.01136,-1.00155,-0.00395,0.00965,0.00767
1597,-0.00991,0.01726,-1.00223,-0.00611,0.00962,0.0037
1598,-0.01066,0.01754,-1.00282,-0.00485,0.00803,0.0059
1599,-0.01172,0.01432,-1.00327,-0.00726,0.00457,0.00706
1600,-0.01251,0.01565,-1.00224,-0.00758,0.00786,0.00551
1601,-0.01417,0.01708,-0.99824,0.00015,0.01365,0.00541
1602,-0.01732,0.01569,-1.00397,-0.00619,0.00786,0.00775
1603,-0.02065,0.01401,-1.00412,-0.00674,0.00837,0.00762
1604,-0.02183,0.01661,-1.00486,-0.00631,0.00543,0.01093
1605,-0.02208,0.01905,-1.0041,-0.00479,0.00501,0.00926
1606,-0.02294,0.01594,-1.00384,-0.00292,0.00724,0.00854
1607,-0.02284,0.01593,-1.00309,-0.00544,0.00714,0.00845
1608,-0.02232,0.01685,-1.0019,-0.00536,0.00638,0.00528
1609,-0.02193,0.01683,-1.00255,-0.00343,0.00582,0.00578
1610,-0.01592,0.01522,-1.0017,-0.00302,0.00846,0.00681
1611,-0.01358,0.01611,-1.00326,-0.00385,0.00902,0.00655
1612,-0.01022,0.01551,-1.00311,-0.00385,0.00814,0.00578
1613,-0.00786,0.01536,-1.00219,-0.00435,0.0092,0.00604
1614,-0.00776,0.01504,-1.00189,-0.00566,0.00507,0.0038
1615,-0.00501,0.01524,-1.0015,-0.00357,0.00777,0.00567
1616,-0.00366,0.01584,-1.00155,-0.00642,0.006,0.00456
1617,-0.00381,0.01657,-1.00113,-0.00864,0.00666,0.00511
1618,-0.00357,0.01566,-1.00092,-0.00558,0.00773,0.0049
1619,-0.00373,0.01703,-1.00342,-0.00655,0.00603,0.00485
1620,-0.005,0.01591,-1.00397,-0.00628,0.00699,0.00653
1621,-0.00748,0.01568,-1.00233,-0.00659,0.00462,0.00409
1622,-0.02572,0.01313,-1.00415,-0.00562,-0.00376,0.00765
1623,-0.01992,0.01886,-0.99817,-0.00607,0.02691,-0.01429
1624,0.068,-0.00162,-0.98802,0.00712,0.07098,0.02027
1625,0.15314,-0.00601,-0.99477,-0.0483,0.06971,0.02777
1626,0.21179,-0.00109,-1.04466,-0.06207,0.03465,0.08296
1627,0.24995,0.05671,-1.02654,-0.02505,0.03003,0.044
1628,0.29175,0.08583,-0.98021,0.0935,0.06945,-0.04399
1629,0.29641,0.03066,-0.94555,-0.00955,-0.07463,-0.09144
1630,0.33326,-0.02256,-0.99235,-0.02749,0.1072,-0.00034
1631,0.2248,-0.07618,-1.08513,-0.15832,-0.05392,0.07241
1632,0.15872,0.02825,-1.0527,0.0256,-0.07029,-0.08036
1633,0.11758,0.05684,-0.85239,0.08219,0.06027,-0.06867
1634,-0.03753,-0.00927,-1.07172,-0.12261,0.00635,0.09078
1635,-0.16989,0.02846,-1.09362,0.03469,-0.07613,-0.04406
1636,-0.19366,0.04513,-0.88526,0.13143,0.00519,-0.0441
1637,-0.22419,0.0143,-0.9453,-0.02481,0.14604,0.00748
1638,-0.16984,0.03569,-1.06896,0.01547,-0.05792,-0.02906
1639,-0.16984,0.03569,-1.06896,0.01547,-0.05792,-0.02906
1640,-0.01594,0.06816,-0.87969,0.07016,0.12679,-0.01262
1641,0.19808,-0.0236,-1.04414,-0.07134,0.1272,0.04314
1642,0.21401,-0.05074,-1.09894,-0.09613,-0.01015,0.14398
1643,0.20168,0.06852,-1.00501,0.06524,0.00541,-0.01508
1644,0.20168,0.06852,-1.00501,0.06524,0.00541,-0.01508
1645,0.09197,-0.01349,-1.10643,-0.07495,-0.06611,0.07213
1646,-0.03071,0.00106,-1.03045,0.02944,-0.00043,0.00341
1647,-0.04589,0.03998,-0.83996,0.05568,0.10532,-0.04877
1648,-0.04589,0.03998,-0.83996,0.05568,0.10532,-0.04877
1649,-0.2388,-0.02418,-1.08939,-0.00866,-0.04028,0.04587
1650,-0.15982,0.02497,-0.83318,0.02431,0.07916,-0.03583
1651,-0.09921,0.0542,-1.02033,-0.03939,0.07498,-0.03937
1652,-0.10345,-0.05385,-1.11699,-0.01662,-0.05465,0.17
1653,-0.00763,0.03461,-1.00677,0.0148,-0.00092,0.0071
1654,0.17385,0.08552,-0.88167,0.00664,0.06565,-0.07129
1655,0.19227,-0.00099,-1.01252,-0.0578,0.08495,0.03547
1656,0.17588,-0.03769,-1.11135,-0.03799,-0.0826,0.03002
1657,0.15727,0.03916,-0.94933,0.01168,-0.04353,-0.04992
1658,0.13261,0.01494,-0.95022,-0.01882,0.07647,0.00713
1659,0.02677,-0.01366,-1.13475,0.03295,-0.13392,0.01461
1660,-0.05187,0.02529,-0.90998,0.042,-0.06164,-0.02382
1661,-0.07835,0.02214,-0.94696,-0.04547,0.0993,-0.03567
1662,-0.18145,-0.01635,-1.18358,0.03325,-0.10106,0.02848
1663,-0.18906,0.00238,-0.89158,0.05902,-0.03932,0.04884
1664,-0.10199,0.05474,-0.9311,-0.00847,0.10123,-0.02451
1665,-0.07023,0.0384,-1.10664,-0.02347,-0.00379,0.03909
1666,-0.07216,-0.01824,-1.04861,0.01874,-0.02542,0.06011
1667,0.08343,0.00582,-0.87292,0.04281,0.1065,0.01147
1668,0.17602,0.05192,-0.99885,-0.10164,0.13499,-0.01022
1669,0.12543,-0.02746,-1.1692,0.01689,-0.07083,0.05741
1670,0.15276,0.0272,-0.8889,0.0422,-0.00332,-0.04892
1671,0.15181,0.05371,-0.94335,-0.01553,0.07248,-0.0266
1672,0.02355,-0.0187,-1.19005,0.01866,-0.08783,0.02109
1673,0.00998,0.02844,-0.83578,0.10247,-0.01427,-0.06221
1674,-0.04139,0.00344,-1.012,-0.07328,0.00805,0.02725
1675,-0.14485,0.01933,-0.86749,0.07511,0.0082,-0.00882
1676,-0.12373,-0.01812,-0.97616,-0.03791,0.05139,0.07731
1677,-0.11426,0.03901,-1.15853,0.00402,-0.05501,-0.02294
1678,-0.05301,0.02546,-0.88712,0.06051,0.03035,-0.00041
1679,0.05934,0.00502,-0.93993,-0.01803,0.09511,0.0398
1680,0.07404,-0.01076,-1.1407,-0.14597,0.00949,0.08463
1681,0.10994,0.03016,-0.97332,0.05837,0.02037,-0.05384
1682,0.16523,0.0176,-0.89454,0.07654,0.01083,0.01148
1683,0.09415,0.01069,-1.16678,-0.15483,-0.05986,0.05378
1684,0.07325,0.05243,-0.9617,0.07901,-0.00178,-0.10394
1685,0.03726,-0.04458,-0.87955,0.00279,0.00423,0.09876
1686,-0.05296,0.01673,-1.17028,-0.00197,-0.14171,0.01796
1687,-0.06761,0.07046,-0.92961,0.07968,0.00696,-0.10775
1688,-0.1213,-0.0515,-0.9722,-0.09306,-0.03275,0.1327
1689,-0.13694,0.02408,-1.11325,0.0028,-0.18145,-0.02653
1690,-0.0822,0.01785,-0.92478,0.06232,0.08243,-0.03752
1691,-0.05908,-0.03078,-0.95556,-0.03898,0.02284,0.10831
1692,-0.01092,0.03114,-1.09429,-0.04767,0.03225,-0.06474
1693,0.07074,0.05738,-0.97804,0.09284,0.07461,-0.07572
1694,0.06841,-0.04625,-0.9222,-0.00075,0.05372,0.11945
1695,0.11237,0.02305,-1.08677,-0.03868,0.02108,-0.00352
1696,0.13372,0.06451,-0.99476,0.09684,0.05624,-0.09127
1697,0.06058,-0.05097,-0.96224,-0.17329,-0.03963,0.19406
1698,0.03898,0.03095,-1.05121,-0.01247,-0.04061,-0.01075
1699,0.03255,0.08187,-0.95274,0.0544,0.12903,-0.13302
1700,-0.08643,-0.05293,-1.01815,-0.10058,0.02516,0.16251
1701,-0.0873,0.04218,-1.03906,0.06049,-0.07194,-0.13993
1702,-0.08923,0.01074,-0.95824,0.04742,0.00396,0.02604
1703,-0.12849,-0.03415,-0.99462,-0.17777,0.02249,0.0597
1704,-0.05129,0.05736,-1.00809,0.08674,0.00186,-0.10342
1705,-0.03547,-0.01073,-1.00164,-0.02884,0.02209,0.07963
1706,-0.01447,-0.02569,-1.0004,-0.09492,-0.01878,0.07241
1707,0.0989,0.03667,-0.9793,0.08831,0.05262,-0.06285
1708,0.0976,0.02568,-1.04572,-0.08497,0.00654,0.04157
1709,0.0836,0.01839,-1.00726,-0.1198,-0.06701,0.00954
1710,0.11745,0.01968,-0.96849,0.08832,0.00075,-0.06103
1711,0.00951,-0.03218,-1.06066,-0.07346,0.00223,0.12637
1712,0.02777,0.02481,-0.92818,-0.00319,-0.0173,-0.0103
1713,0.00033,0.07694,-1.06424,0.10873,-0.062,-0.17427
1714,-0.12162,-0.03907,-0.98918,0.02288,-0.00558,0.13072
1715,-0.07204,0.02818,-0.92668,-0.00854,-0.00811,-0.05758
1716,-0.08933,0.00223,-1.11731,0.02476,-0.09734,-0.01361
1717,-0.10872,-0.01744,-0.95111,-0.15294,0.0399,0.07479
1718,-0.00941,0.03858,-0.95633,-0.03554,0.08414,-0.04128
1719,-0.00974,0.01912,-1.09786,0.11754,-0.06065,-0.00587
1720,-0.00109,-0.01534,-0.94109,-0.02406,0.03745,0.08796
1721,0.10913,0.02781,-0.95483,0.00628,0.09772,-0.01705
1722,0.06198,0.00774,-0.94603,-0.05616,-0.05259,0.01787
1723,0.08033,0.03379,-0.9554,0.02056,0.05805,-0.04819
1724,-0.00123,-0.01314,-1.08974,-0.04154,0.01999,0.03056
1725,-0.01475,0.02392,-0.91785,-0.03794,-0.02638,0.0119
1726,-0.01475,0.02392,-0.91785,-0.03794,-0.02638,0.0119
1727,-0.09711,0.01114,-0.99681,-0.0009,0.02784,0.01336
1728,-0.08151,0.00241,-0.95487,-0.01607,0.04617,-0.00408
1729,-0.07122,-0.01761,-1.10338,0.00238,-0.12136,0.01282
1730,-0.06789,0.00659,-0.94291,-0.02428,-0.04907,0.02836
1731,-0.00353,0.00383,-0.97694,0.03785,0.00463,0.00532
1732,0.0139,0.02159,-1.10351,0.00625,-0.094,0.02523
1733,0.03304,0.01034,-0.94265,0.02501,-0.01975,0.01213
1734,0.09055,0.01959,-0.95783,-0.01281,0.06621,0.00363
1735,0.04685,0.02249,-1.14485,-0.024,-0.03443,0.02135
1736,0.07749,0.01397,-0.87831,0.0098,0.02132,-0.04797
1737,0.04508,-0.00907,-1.04275,-0.02913,-0.00381,0.01805
1738,-0.03822,-0.01149,-1.02941,-0.03486,0.02654,0.01562
1739,0.00408,0.02801,-0.90158,0.00323,0.01229,-0.05448
1740,-0.06789,0.00254,-1.15985,0.04541,-0.13845,0.02815
1741,-0.0881,0.02788,-0.92143,0.03172,-0.02069,-0.03295
1742,-0.059,0.00838,-0.94251,0.00443,0.08329,0.01719
1743,-0.08002,-0.00974,-1.12246,0.06425,0.0189,0.04574
1744,-0.03284,0.04128,-0.89635,0.0016,0.05232,-0.03489
1745,0.02066,0.00401,-1.00545,-0.01088,0.05161,0.01633
1746,-0.00715,0.01586,-1.09728,-0.03152,-0.00933,-0.03566
1747,0.05961,-0.02493,-0.86505,-0.0138,0.11318,0.04045
1748,0.02999,-0.02663,-1.09237,-0.07058,-0.03722,0.11016
1749,-0.04526,0.06551,-1.02831,-0.04825,-0.00295,-0.02761
1750,-0.04743,0.06025,-0.87025,0.0591,0.0672,-0.04792
1751,-0.1704,-0.00476,-1.13538,0.06913,-0.16168,0.04454
1752,-0.23392,0.03119,-1.04399,0.03138,-0.11421,-0.03194
1753,-0.20606,0.01036,-0.83538,-0.00363,0.0941,-0.03553
1754,-0.23621,-0.04158,-1.00021,-0.00659,0.09592,0.04637
1755,-0.2012,-0.03333,-1.11309,-0.055,-0.00427,0.05379
1756,-0.12679,0.02489,-1.00002,0.00064,0.01803,-0.00065
1757,-0.02161,0.05022,-0.88837,0.04733,0.09716,0.02011
1758,0.03631,0.01733,-1.02789,-0.02424,0.05587,0.02148
1759,0.07926,-0.01221,-1.02783,-0.04768,0.05338,0.01854
1760,0.08631,-0.0206,-1.05586,-0.03421,-0.0332,0.02867
1761,0.06479,0.05191,-0.97239,0.00865,0.03154,-0.03412
1762,0.04039,0.02657,-0.94456,-0.02283,0.04099,-0.00123
1763,-0.02881,-0.00774,-1.02216,-0.00772,0.02735,0.01568
1764,-0.14542,-0.04527,-1.09007,0.04747,-0.14194,0.07666
1765,-0.20349,0.03074,-1.02244,-0.03549,-0.04904,0.00338
1766,-0.22845,0.03161,-0.89656,-0.0197,0.07242,0.00041
1767,-0.20132,0.00445,-0.98603,0.00664,0.08008,0.01502
1768,-0.00914,-0.00083,-1.01046,-0.06497,0.02671,-0.02312
1769,-0.01698,-0.00594,-1.06264,0.01171,-0.02799,0.01174
1770,-0.02522,0.0175,-1.01761,-0.04315,0.01638,0.00155
1771,-0.03869,-0.01129,-1.02136,4e-05,-0.01672,0.06468
1772,-0.05357,0.05235,-1.00613,0.01262,-0.01851,-0.02134
1773,-0.04393,0.05272,-0.977,0.03033,-0.01544,-0.00544
1774,-0.02164,0.01115,-0.98612,0.0179,0.01319,-0.01435
1775,-0.02765,-0.01257,-1.00018,0.00679,0.01202,-0.00614
1776,-0.03128,-0.0235,-0.99638,-0.00036,0.02403,0.02814
1777,-0.0114,0.01491,-0.99987,-0.00569,0.02657,0.00039
1778,-0.00738,0.02006,-1.00606,-0.00983,0.01935,-0.00107
1779,-0.00405,0.00977,-1.00355,-0.01846,0.01286,-0.01739
1780,0.00178,0.00215,-1.00192,-0.01919,0.01075,-0.01683
1781,-0.01767,0.00547,-1.00627,-0.01386,0.02737,-0.00036
1782,-0.01969,0.01767,-1.00332,-0.00623,0.02478,0.0117
1783,-0.02333,0.01154,-1.00854,-0.00978,0.01051,0.03036
1784,-0.04344,-0.01906,-1.01219,-0.02487,0.01229,0.06282
1785,-0.03958,-0.01513,-1.00837,-0.04224,0.01258,0.05648
1786,-0.0342,0.02942,-1.00408,-0.00011,-0.00286,0.02677
1787,-0.04282,0.07198,-0.99742,0.00827,-0.00409,-0.01559
1788,-0.03941,0.03053,-0.99369,0.00881,0.00202,-0.00423
1789,-0.03681,-0.01463,-0.99566,0.00539,0.00782,0.00029
1790,-0.03284,-0.00418,-0.99862,0.00227,0.00685,0.00335
1791,-0.02262,0.02491,-0.9987,0.00577,0.0111,0.00138
1792,-0.0207,0.00528,-0.99865,-0.00041,0.00919,0.01329
1793,-0.0171,0.00227,-0.99983,-0.00327,0.0102,0.00929
1794,-0.01439,0.01507,-1.00001,-0.00419,0.01566,-0.00075
1795,-0.01721,0.00421,-1.00277,-0.00472,0.01217,0.00789
1796,-0.01483,0.01207,-1.00201,-0.00469,0.01318,0.00441
1797,-0.01498,0.01301,-1.00159,-0.00558,0.01069,0.00079
1798,-0.01705,0.00773,-1.00233,-0.0029,0.0108,0.00406
1799,-0.01375,0.01027,-1.00225,-0.00367,0.01065,0.00281
1800,-0.01152,0.01043,-1.00413,-0.00731,0.00902,0.00468
1801,-0.01716,0.00801,-1.00309,-0.00564,0.00651,0.00601
1802,-0.01509,0.00985,-1.00105,-0.00573,0.00716,0.00457
1803,-0.01457,0.00786,-1.00253,-0.00632,0.00695,0.00935
1804,-0.01428,0.01093,-1.00247,-0.00652,0.00712,0.00413
1805,-0.01273,0.01093,-1.00301,-0.0046,0.01122,0.00488
1806,-0.01446,0.0102,-1.0032,-0.00838,0.00991,0.00478
1807,-0.01518,0.01184,-1.00439,-0.00614,0.01013,0.00602
1808,-0.01606,0.01093,-1.00353,-0.00921,0.00677,0.00687
1809,-0.01832,0.011,-1.00275,-0.01032,0.00764,0.0045
1810,-0.02145,0.01035,-1.00283,-0.00656,0.00786,0.00795
1811,-0.02264,0.01075,-1.00143,-0.00498,0.00608,0.0079
1812,-0.02122,0.01015,-1.00381,-0.00679,0.00636,0.00519
1813,-0.02109,0.00971,-1.00389,-0.00681,0.00871,0.00671
1814,-0.02086,0.0093,-1.00339,-0.0048,0.007,0.00603
1815,-0.01904,0.01094,-1.0041,-0.00537,0.00466,0.00749
1816,-0.01612,0.00893,-1.00287,-0.00578,0.00834,0.00816
1817,-0.01145,0.01013,-1.0042,-0.00787,0.0105,0.00813
1818,-0.00843,0.01091,-1.0048,-0.00933,0.00512,0.00399
1819,0.00574,0.02081,-0.99835,-0.00177,0.02038,-0.01435
1820,0.0304,0.06286,-0.98847,-0.0548,0.03553,-0.0095
1821,0.02335,0.12414,-1.00372,-0.10147,0.03068,0.03144
1822,-0.00142,0.19702,-1.02513,-0.055,-0.02649,0.04859
1823,-0.0231,0.24923,-1.07586,-0.03871,-0.07004,0.11428
1824,-0.07062,0.2444,-0.92446,0.02576,-0.0367,0.17195
1825,-0.07571,0.26352,-0.99278,-0.25016,-0.10576,0.15673
1826,-0.0396,0.36831,-1.05226,-0.03066,-0.10133,0.03406
1827,0.00073,0.31259,-0.96264,-0.04728,-0.00149,-0.17915
1828,-0.02467,0.20981,-0.98199,0.02407,-0.15621,-0.11927
1829,-0.03053,0.12254,-1.04115,0.11208,0.00824,-0.1161
1830,-0.00034,-0.01439,-0.94534,0.11045,0.09644,-0.04187
1831,0.00582,0.00471,-1.0439,-0.11471,0.00858,-0.06641
1832,0.01574,-0.09587,-1.06327,0.05663,-0.04731,-0.09059
1833,0.07196,-0.13709,-0.88895,0.07785,0.07037,-0.06301
1834,0.05707,-0.07357,-0.99972,-0.16906,0.13617,-0.06418
1835,0.00357,-0.12891,-1.1403,-0.10936,-0.07727,0.0431
1836,-0.01972,-0.07186,-0.92597,0.05005,-0.07916,0.06272
1837,0.00571,0.07981,-0.98608,0.02768,0.04055,0.0058
1838,-0.00889,0.15243,-0.97262,-0.1209,0.10119,-0.05497
1839,-0.05341,0.14843,-1.09399,-0.10385,-0.07889,0.01172
1840,-0.0838,0.10705,-0.99223,0.0402,-0.06634,-0.00552
1841,-0.04221,0.10462,-0.90588,0.00046,0.11492,0.05808
1842,-0.0103,0.17963,-1.01585,-0.05875,0.05669,-0.07943
1843,-0.06641,-0.01029,-1.09788,0.04939,-0.06865,0.09395
1844,-0.00371,-0.02384,-0.8797,-0.0761,0.12492,0.0257
1845,0.07401,0.03226,-1.05167,-0.04537,0.11953,-0.08836
1846,-0.01422,-0.15876,-1.11119,-0.04339,-0.12579,0.11539
1847,0.01167,-0.10436,-0.95131,-0.11198,-0.0568,0.02038
1848,0.00511,-0.07952,-1.06014,0.07885,-0.09491,0.06762
1849,-0.06758,-0.0826,-1.07013,0.02695,-0.08203,0.21377
1850,0.00616,0.12466,-0.9168,-0.11992,0.07646,-0.03637
1851,0.03889,0.20457,-0.97081,0.05026,0.03364,-0.08489
1852,0.03889,0.20457,-0.97081,0.05026,0.03364,-0.08489
1853,-0.07495,0.0255,-0.9895,-0.10664,0.01486,0.156
1854,0.0113,0.19831,-0.96642,0.09795,0.0318,-0.13716
1855,-0.03785,-0.00502,-0.99659,0.11246,0.0362,0.04255
1856,-0.0657,-0.06206,-1.03437,-0.07745,-0.05129,0.12986
1857,0.04587,0.07719,-1.00995,0.04231,-0.02267,-0.14387
1858,0.02158,-0.06804,-0.96388,0.09372,0.0221,0.00274
1859,-0.02609,-0.08401,-1.05025,-0.25432,-0.03569,0.12433
1860,0.03544,-0.00781,-1.06782,0.00105,-0.0283,-0.05709
1861,0.03843,-0.01819,-0.90298,0.15654,-0.02069,-0.0042
1862,0.00598,0.06255,-1.02916,-0.16854,-0.04397,-0.02385
1863,-0.02956,0.03906,-1.1084,0.06127,0.00254,-0.06424
1864,-0.01527,0.0276,-0.86608,0.13974,0.0902,0.03377
1865,-0.01843,0.08168,-0.95567,-0.07116,0.09403,0.04013
1866,-0.04306,0.09265,-1.16209,-0.034,-0.01472,-0.0096
1867,-0.04078,0.05862,-0.89659,0.09306,0.02701,-0.01781
1868,-0.00112,0.06541,-0.91323,0.03936,0.04102,-0.02614
1869,-0.05532,-0.00675,-1.20664,-0.01552,-0.08695,-0.00623
1870,-0.02598,-0.02867,-0.90277,-0.09346,0.04992,0.01933
1871,0.03865,0.00887,-0.91876,-0.05926,0.12423,-0.02646
1872,-0.01224,-0.06308,-1.17142,-0.0728,-0.10892,0.06005
1873,-0.00953,-0.02409,-0.95009,-0.154,-0.02968,0.01041
1874,0.05079,0.03115,-0.95136,0.02379,0.17413,-0.01642
1875,0.02613,-0.0274,-1.07138,0.04542,-0.05028,0.05533
1876,-0.04158,-0.01184,-1.00018,-0.09045,-0.0427,0.06217
1877,0.01531,0.11194,-0.93464,-0.01287,0.11513,-0.03801
1878,-0.01464,0.01933,-1.06856,0.12465,-0.11221,0.02934
1879,-0.08494,0.00185,-1.03127,-0.12267,-0.04772,0.14055
1880,0.01549,0.14643,-0.90897,0.01236,0.14188,-0.10724
1881,-0.0081,0.01825,-1.01273,0.12108,-0.03239,0.00018
1882,-0.07749,-0.0235,-1.02813,-0.02286,-0.07757,0.11079
1883,0.04321,0.07676,-1.03027,0.07945,0.09328,-0.15053
1884,0.00743,-0.03329,-0.90824,0.14568,0.07293,0.03018
1885,-0.04908,-0.07478,-1.12889,-0.13727,-0.08461,0.17286
1886,0.04281,0.05952,-0.99214,0.05321,0.0008,-0.15488
1887,0.02934,-0.00944,-0.90066,-0.04805,0.08616,0.01981
1888,-0.04135,-0.02496,-1.11351,-0.07336,-0.17617,0.11804
1889,0.0174,0.02372,-0.88179,-0.01465,0.18626,-0.00172
1890,-0.03347,0.03445,-1.11613,-0.13843,0.02989,0.05694
1891,-0.01813,0.00068,-0.98779,0.15789,-0.11154,0.00291
1892,0.00535,0.03914,-0.88745,0.0606,0.06814,0.07445
1893,-0.02097,0.03726,-1.14267,-0.01995,-0.00844,0.04882
1894,-0.01754,0.04298,-0.94246,0.09058,0.0044,-0.02485
1895,0.01167,0.06921,-0.98573,0.08775,0.02936,-0.05404
1896,-0.03362,-0.05609,-1.11143,0.06977,0.01572,0.0453
1897,-0.03362,-0.05609,-1.11143,0.06977,0.01572,0.0453
1898,0.01996,0.0455,-1.0271,-0.01429,0.12422,-0.02861
1899,-0.0086,-0.05536,-1.0999,0.09834,-0.08477,0.05217
1900,-0.02345,0.03428,-0.8861,0.00986,-0.03759,-0.05597
1901,0.01166,0.02963,-1.0491,0.11321,0.10076,-0.01994
1902,-0.03272,-0.07788,-1.0377,-0.03562,-0.01911,0.14795
1903,0.0007,0.09864,-0.92671,-0.0491,-0.06554,-0.05713
1904,0.0467,0.06832,-1.02798,0.10038,0.06888,-0.04616
1905,-0.04732,-0.04052,-1.01989,-0.17036,0.05024,0.12089
1906,-0.00845,0.08922,-1.03196,-0.06843,-0.05552,-0.0442
1907,0.03341,-0.00362,-0.97266,0.12445,-0.04532,0.00494
1908,-0.05323,-0.00888,-1.01398,-0.10201,-0.04558,0.06316
1909,-0.00951,0.07906,-1.03362,0.02373,0.05454,-0.09852
1910,0.00785,-0.0508,-0.91267,0.12915,-0.01612,0.03793
1911,-0.0513,-0.01605,-1.09422,-0.03696,-0.07955,0.09374
1912,0.01199,0.04246,-1.03528,0.07804,0.02668,-0.11151
1913,0.02372,-0.01805,-0.83996,-0.00107,0.1724,0.04276
1914,-0.03783,-0.00505,-1.16608,-0.15943,-0.04467,0.08149
1915,0.0206,0.0354,-0.9412,0.10148,-0.03185,-0.10972
1916,0.02966,0.00988,-0.91311,0.08866,-0.06171,0.09025
1917,-0.05347,0.00323,-1.15108,-0.02836,-0.02775,0.04214
1918,0.05952,0.10551,-0.90987,0.04469,0.00944,-0.11577
1919,-0.01978,-0.0058,-1.03017,-0.02697,-0.08845,0.10049
1920,-0.04307,-0.00476,-1.0656,0.12142,-0.0753,0.01506
1921,0.02847,0.04874,-0.88358,-0.17411,0.14285,-0.06024
1922,-0.01944,-0.01036,-1.09407,-0.07664,0.0421,0.09029
1923,-0.02729,-0.05444,-0.99123,0.11713,-0.08376,0.01295
1924,0.01992,0.09077,-0.90685,0.03497,0.04451,-0.12609
1925,-0.03591,-0.05518,-1.12596,0.05404,0.02813,0.08954
1926,-0.00838,-0.03571,-0.92656,-0.02334,-0.06009,0.01643
1927,0.02021,0.07743,-1.02812,-0.04706,-0.03391,-0.04233
1928,-0.03046,-0.03655,-1.07795,0.12574,0.00784,0.05495
1929,0.01358,0.0045,-0.86257,-0.13264,0.07897,0.02228
1930,0.01368,0.05471,-1.11298,-0.12818,-0.05083,0.04281
1931,-0.01265,0.00382,-1.04634,0.13168,-0.03381,0.02659
1932,0.02647,0.07027,-0.80716,0.09086,0.10057,-0.06434
1933,-0.02707,0.00456,-1.22112,-0.02801,-0.00861,0.06869
1934,0.01558,0.00818,-0.90392,-0.0127,-0.02742,-0.02364
1935,0.02275,0.05731,-0.94857,0.04362,0.01096,-0.04908
1936,-0.05391,-0.06317,-1.13059,0.02455,0.00991,0.09568
1937,0.02964,0.02468,-0.84647,-0.04648,0.12532,-0.07045
1938,-0.03478,-0.03718,-1.04127,0.05943,-0.05097,0.05264
1939,-0.03478,-0.03718,-1.04127,0.05943,-0.05097,0.05264
1940,-0.03248,-0.01724,-1.18104,-0.00788,-0.01974,0.09525
1941,-0.03248,-0.01724,-1.18104,-0.00788,-0.01974,0.09525
1942,0.03705,0.01113,-0.86952,0.23978,-0.01746,-0.04495
1943,-0.07928,-0.13963,-1.17964,0.0234,0.0148,0.08688
1944,0.02182,-0.0835,-0.9293,0.12722,-0.02652,-0.09937
1945,0.02182,-0.0835,-0.9293,0.12722,-0.02652,-0.09937
1946,-0.07169,-0.19882,-1.12171,-0.11107,-0.02076,0.0535
