,tof1,tof2,tof3,tof4,speed,angle,timestamp,state,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,x,y,z,yaw,pitch,roll
1847,135.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01167,-0.10436,-0.95131,-0.11198,-0.0568,0.02038,1.36804,0.19034,0.0,6.12,-5.71,-1.31
1848,135.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.00511,-0.07952,-1.06014,0.07885,-0.09491,0.06762,1.36706,0.1972,0.0,6.12,-5.67,-1.27
1849,138.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.06758,-0.0826,-1.07013,0.02695,-0.08203,0.21377,1.36658,0.20421,0.0,6.34,-5.82,-1.22
1850,138.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.00616,0.12466,-0.9168,-0.11992,0.07646,-0.03637,1.366,0.21086,0.0,6.4,-5.83,-1.31
1851,140.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.03889,0.20457,-0.97081,0.05026,0.03364,-0.08489,1.36492,0.21753,0.0,6.25,-5.68,-1.41
1852,140.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.03889,0.20457,-0.97081,0.05026,0.03364,-0.08489,1.36409,0.22511,0.0,6.23,-5.75,-1.32
1853,140.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.07495,0.0255,-0.9895,-0.10664,0.01486,0.156,1.36324,0.23351,0.0,6.41,-5.84,-1.34
1854,148.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.0113,0.19831,-0.96642,0.09795,0.0318,-0.13716,1.36163,0.24196,0.0,6.3,-5.79,-1.36
1855,148.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.03785,-0.00502,-0.99659,0.11246,0.0362,0.04255,1.35992,0.25069,0.0,6.27,-5.78,-1.21
1856,152.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.0657,-0.06206,-1.03437,-0.07745,-0.05129,0.12986,1.35831,0.25988,0.0,6.45,-5.83,-1.25
1857,152.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.04587,0.07719,-1.00995,0.04231,-0.02267,-0.14387,1.35644,0.26839,0.0,6.35,-5.8,-1.31
1858,152.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.02158,-0.06804,-0.96388,0.09372,0.0221,0.00274,1.35459,0.27677,0.0,6.27,-5.8,-1.16
1859,158.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02609,-0.08401,-1.05025,-0.25432,-0.03569,0.12433,1.35323,0.28504,0.0,6.41,-5.79,-1.31
1860,158.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.03544,-0.00781,-1.06782,0.00105,-0.0283,-0.05709,1.35196,0.29282,0.0,6.39,-5.8,-1.41
1861,160.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.03843,-0.01819,-0.90298,0.15654,-0.02069,-0.0042,1.35079,0.30051,0.0,6.33,-5.85,-1.22
1862,160.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.00598,0.06255,-1.02916,-0.16854,-0.04397,-0.02385,1.34976,0.30813,0.0,6.34,-5.78,-1.29
1863,160.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02956,0.03906,-1.1084,0.06127,0.00254,-0.06424,1.34869,0.31562,0.0,6.31,-5.83,-1.4
1864,165.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01527,0.0276,-0.86608,0.13974,0.0902,0.03377,1.34773,0.32363,0.0,6.3,-5.88,-1.26
1865,165.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01843,0.08168,-0.95567,-0.07116,0.09403,0.04013,1.34669,0.33177,0.0,6.38,-5.82,-1.27
1866,169.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.04306,0.09265,-1.16209,-0.034,-0.01472,-0.0096,1.34549,0.34014,0.0,6.39,-5.84,-1.4
1867,169.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.04078,0.05862,-0.89659,0.09306,0.02701,-0.01781,1.34435,0.34878,0.0,6.33,-5.91,-1.33
1868,172.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.00112,0.06541,-0.91323,0.03936,0.04102,-0.02614,1.34109,0.36659,0.0,6.31,-5.79,-1.36
1869,172.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.05532,-0.00675,-1.20664,-0.01552,-0.08695,-0.00623,1.33964,0.37542,0.0,6.31,-5.91,-1.34
1870,172.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02598,-0.02867,-0.90277,-0.09346,0.04992,0.01933,1.33779,0.38406,0.0,6.29,-5.77,-1.29
1871,177.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.03865,0.00887,-0.91876,-0.05926,0.12423,-0.02646,1.33624,0.39263,0.0,6.31,-5.72,-1.31
1872,177.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01224,-0.06308,-1.17142,-0.0728,-0.10892,0.06005,1.33481,0.40111,0.0,6.35,-5.81,-1.38
1873,181.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.00953,-0.02409,-0.95009,-0.154,-0.02968,0.01041,1.33343,0.40926,0.0,6.3,-5.74,-1.37
1874,181.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.05079,0.03115,-0.95136,0.02379,0.17413,-0.01642,1.33218,0.41744,0.0,6.3,-5.71,-1.29
1875,181.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.02613,-0.0274,-1.07138,0.04542,-0.05028,0.05533,1.33115,0.42555,0.0,6.39,-5.83,-1.35
1876,189.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.04158,-0.01184,-1.00018,-0.09045,-0.0427,0.06217,1.33012,0.43359,0.0,6.33,-5.78,-1.4
1877,189.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01531,0.11194,-0.93464,-0.01287,0.11513,-0.03801,1.32886,0.44195,0.0,6.33,-5.78,-1.4
1878,247.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01464,0.01933,-1.06856,0.12465,-0.11221,0.02934,1.32764,0.45042,0.0,6.46,-5.84,-1.31
1879,247.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.08494,0.00185,-1.03127,-0.12267,-0.04772,0.14055,1.32604,0.45908,0.0,6.34,-5.8,-1.41
1880,247.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01549,0.14643,-0.90897,0.01236,0.14188,-0.10724,1.32433,0.46811,0.0,6.34,-5.8,-1.41
1881,2000.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.0081,0.01825,-1.01273,0.12108,-0.03239,0.00018,1.32282,0.47721,0.0,6.42,-5.83,-1.28
1882,2000.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.07749,-0.0235,-1.02813,-0.02286,-0.07757,0.11079,1.32099,0.48624,0.0,6.31,-5.8,-1.29
1883,2425.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.04321,0.07676,-1.03027,0.07945,0.09328,-0.15053,1.31924,0.49506,0.0,6.25,-5.76,-1.13
1884,2425.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.00743,-0.03329,-0.90824,0.14568,0.07293,0.03018,1.31772,0.50414,0.0,6.44,-5.81,-1.22
1885,2425.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.04908,-0.07478,-1.12889,-0.13727,-0.08461,0.17286,1.31616,0.51285,0.0,6.44,-5.81,-1.22
1886,2469.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.04281,0.05952,-0.99214,0.05321,0.0008,-0.15488,1.31456,0.52143,0.0,6.27,-5.8,-1.09
1887,2469.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.02934,-0.00944,-0.90066,-0.04805,0.08616,0.01981,1.31307,0.53024,0.0,6.39,-5.84,-1.14
1888,2495.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.04135,-0.02496,-1.11351,-0.07336,-0.17617,0.11804,1.31184,0.53874,0.0,6.33,-5.88,-1.08
1889,2495.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.0174,0.02372,-0.88179,-0.01465,0.18626,-0.00172,1.31034,0.54721,0.0,6.29,-5.85,-0.99
1890,2495.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.03347,0.03445,-1.11613,-0.13843,0.02989,0.05694,1.30898,0.55571,0.0,6.31,-5.81,-1.09
1891,2499.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01813,0.00068,-0.98779,0.15789,-0.11154,0.00291,1.3077,0.56452,0.0,6.31,-5.88,-1.05
1892,2499.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.00535,0.03914,-0.88745,0.0606,0.06814,0.07445,1.30626,0.57354,0.0,6.38,-5.81,-1.07
1893,2508.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02097,0.03726,-1.14267,-0.01995,-0.00844,0.04882,1.30497,0.58265,0.0,6.41,-5.78,-1.13
1894,2508.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01754,0.04298,-0.94246,0.09058,0.0044,-0.02485,1.30355,0.59177,0.0,6.39,-5.88,-1.06
1895,2508.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01167,0.06921,-0.98573,0.08775,0.02936,-0.05404,1.30217,0.60103,0.0,6.32,-5.83,-1.04
1896,2514.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.03362,-0.05609,-1.11143,0.06977,0.01572,0.0453,1.30066,0.61047,0.0,6.34,-5.83,-1.03
1897,2514.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.03362,-0.05609,-1.11143,0.06977,0.01572,0.0453,1.29928,0.61974,0.0,6.39,-5.9,-1.04
1898,2511.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01996,0.0455,-1.0271,-0.01429,0.12422,-0.02861,1.2978,0.62892,0.0,6.35,-5.84,-1.07
1899,2511.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.0086,-0.05536,-1.0999,0.09834,-0.08477,0.05217,1.29618,0.63789,0.0,6.36,-5.81,-1.09
1900,2505.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02345,0.03428,-0.8861,0.00986,-0.03759,-0.05597,1.29484,0.64696,0.0,6.35,-5.85,-1.19
1901,2505.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01166,0.02963,-1.0491,0.11321,0.10076,-0.01994,1.29346,0.65606,0.0,6.29,-5.8,-1.17
1902,2505.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.03272,-0.07788,-1.0377,-0.03562,-0.01911,0.14795,1.29215,0.66487,0.0,6.38,-5.84,-1.14
1903,2524.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.0007,0.09864,-0.92671,-0.0491,-0.06554,-0.05713,1.29097,0.67381,0.0,6.41,-5.88,-1.23
1904,2524.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.0467,0.06832,-1.02798,0.10038,0.06888,-0.04616,1.28963,0.68253,0.0,6.3,-5.76,-1.2
1905,2531.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.04732,-0.04052,-1.01989,-0.17036,0.05024,0.12089,1.28698,0.70105,0.0,6.4,-5.76,-1.25
1906,2531.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.00845,0.08922,-1.03196,-0.06843,-0.05552,-0.0442,1.28549,0.71025,0.0,6.37,-5.86,-1.3
1907,2531.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.03341,-0.00362,-0.97266,0.12445,-0.04532,0.00494,1.28549,0.71025,0.0,6.33,-5.78,-1.16
1908,2530.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.05323,-0.00888,-1.01398,-0.10201,-0.04558,0.06316,1.28268,0.72889,0.0,6.42,-5.78,-1.22
1909,2530.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.00951,0.07906,-1.03362,0.02373,0.05454,-0.09852,1.28112,0.73821,0.0,6.33,-5.84,-1.34
1910,2538.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.00785,-0.0508,-0.91267,0.12915,-0.01612,0.03793,1.27971,0.74756,0.0,6.3,-5.78,-1.19
1911,2538.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.0513,-0.01605,-1.09422,-0.03696,-0.07955,0.09374,1.27808,0.75645,0.0,6.43,-5.8,-1.25
1912,2538.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01199,0.04246,-1.03528,0.07804,0.02668,-0.11151,1.27808,0.75645,0.0,6.35,-5.85,-1.23
1913,2545.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.02372,-0.01805,-0.83996,-0.00107,0.1724,0.04276,1.27506,0.77477,0.0,6.31,-5.8,-1.12
1914,2545.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.03783,-0.00505,-1.16608,-0.15943,-0.04467,0.08149,1.27362,0.7836,0.0,6.3,-5.88,-1.24
1915,2553.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.0206,0.0354,-0.9412,0.10148,-0.03185,-0.10972,1.27232,0.79269,0.0,6.3,-5.82,-1.12
1916,2553.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.02966,0.00988,-0.91311,0.08866,-0.06171,0.09025,1.27088,0.80195,0.0,6.3,-5.82,-1.12
1917,2553.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.05347,0.00323,-1.15108,-0.02836,-0.02775,0.04214,1.26975,0.81111,0.0,6.3,-5.9,-1.13
1918,2559.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.05952,0.10551,-0.90987,0.04469,0.00944,-0.11577,1.26836,0.82053,0.0,6.3,-5.88,-1.11
1919,2559.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01978,-0.0058,-1.03017,-0.02697,-0.08845,0.10049,1.26718,0.83015,0.0,6.39,-5.91,-1.09
1920,2551.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.04307,-0.00476,-1.0656,0.12142,-0.0753,0.01506,1.26589,0.8397,0.0,6.31,-5.89,-1.09
1921,2551.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.02847,0.04874,-0.88358,-0.17411,0.14285,-0.06024,1.26444,0.84917,0.0,6.31,-5.89,-1.09
1922,2551.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01944,-0.01036,-1.09407,-0.07664,0.0421,0.09029,1.26327,0.85874,0.0,6.38,-5.92,-1.01
1923,2541.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02729,-0.05444,-0.99123,0.11713,-0.08376,0.01295,1.26202,0.86811,0.0,6.29,-5.89,-1.04
1924,2541.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01992,0.09077,-0.90685,0.03497,0.04451,-0.12609,1.26062,0.87724,0.0,6.32,-5.91,-1.1
1925,2555.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.03591,-0.05518,-1.12596,0.05404,0.02813,0.08954,1.2593,0.88676,0.0,6.36,-5.96,-1.02
1926,2555.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.00838,-0.03571,-0.92656,-0.02334,-0.06009,0.01643,1.25807,0.89598,0.0,6.28,-5.91,-0.97
1927,2555.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.02021,0.07743,-1.02812,-0.04706,-0.03391,-0.04233,1.2569,0.90532,0.0,6.32,-5.94,-0.97
1928,2573.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.03046,-0.03655,-1.07795,0.12574,0.00784,0.05495,1.25579,0.91462,0.0,6.35,-5.94,-0.95
1929,2573.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01358,0.0045,-0.86257,-0.13264,0.07897,0.02228,1.25463,0.92381,0.0,6.35,-5.91,-1.04
1930,2569.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01368,0.05471,-1.11298,-0.12818,-0.05083,0.04281,1.25362,0.93314,0.0,6.38,-5.9,-1.04
1931,2569.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.01265,0.00382,-1.04634,0.13168,-0.03381,0.02659,1.25268,0.94268,0.0,6.35,-5.88,-1.08
1932,2569.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.02647,0.07027,-0.80716,0.09086,0.10057,-0.06434,1.25165,0.95236,0.0,6.36,-5.93,-1.11
1933,2566.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.02707,0.00456,-1.22112,-0.02801,-0.00861,0.06869,1.25066,0.96188,0.0,6.37,-5.92,-1.1
1934,2566.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.01558,0.00818,-0.90392,-0.0127,-0.02742,-0.02364,1.24969,0.9717,0.0,6.28,-5.86,-1.09
1935,2576.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.02275,0.05731,-0.94857,0.04362,0.01096,-0.04908,1.24882,0.98143,0.0,6.38,-5.89,-1.1
1936,2576.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.05391,-0.06317,-1.13059,0.02455,0.00991,0.09568,1.24801,0.99116,0.0,6.36,-5.9,-1.09
1937,2577.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",0.02964,0.02468,-0.84647,-0.04648,0.12532,-0.07045,1.24711,1.00048,0.0,6.32,-5.87,-1.06
1938,2577.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.03478,-0.03718,-1.04127,0.05943,-0.05097,0.05264,1.24648,1.00978,0.0,6.43,-5.91,-1.02
1939,2577.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.03478,-0.03718,-1.04127,0.05943,-0.05097,0.05264,1.24576,1.01907,0.0,6.36,-5.86,-1.06
1940,2571.0,0.0,0.0,0.0,"[-3, 2, 3, -4]","[22929, 12600, 9209, 12774]","[2166096, 2166097, 2166099, 2166094]","[0, 0, 0, 0]",-0.03248,-0.01724,-1.18104,-0.00788,-0.01974,0.09525,1.24486,1.02824,0.0,6.37,-5.9,-1.09
